Name;Category;Location;WikidataID;DateCelebration;DateDeclaration;Lattitude;Longitude;NombreLink;;Ubicacion2;Ubicacion2Link;Coordinate1;Coordinate1Link;Coordinate2;Coordinate2Link;Coordinate3;Coordinate3Link;Coordinate4;Image;Coordinate4Lin k;Coordinate5;Coordinate5Link;Coordinate6;Coordinate6Link;Coordinate7;Coordinate7Link;;Fecha2;Fecha2Link;Fecha3;Fecha4;Fecha4Link;;IdentificatorLink;Category;CategoryLink;Imagen1;Imagen1Alt;Image1Link
 (2008;"[56]​ de Interés Turístico Nacional); 2018""";41°24′03″N;4°18′49″O;https://es.wikipedia.org/wiki/Encierros_de_Cu%C3%A9llar;;"Cuéllar; Segovia";"https://es.wikipedia.org/wiki/Cu%C3%A9llar; https://es.wikipedia.org/wiki/Provincia_de_Segovia";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;41°24′03″N 4°18′49″O / 41.40083, -4.31361 (Cuéllar);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_24_03_N_4_18_49_W_&title=Cu%C3%A9llar;41°24′03″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_24_03_N_4_18_49_W_&title=Cu%C3%A9llar;4°18′49″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_24_03_N_4_18_49_W_&title=Cu%C3%A9llar;4.140.083,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_24_03_N_4_18_49_W_&title=Cu%C3%A9llar;-431.361;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_24_03_N_4_18_49_W_&title=Cu%C3%A9llar;Cuéllar;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=41_24_03_N_4_18_49_W_&title=Cu%C3%A9llar;;;;2018[55]​;;;;;;;;;;;;;
 (2008;"[56]​ de Interés Turístico Nacional); 2018""";"[55]; [56]";"https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-55; https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-56";;https://www.wikidata.org/wiki/Q5832389;Encierros de Cuéllar;https://commons.wikimedia.org/wiki/Category:Encierros_de_Cu%C3%A9llar;"http://4v.dia.fi.upm.es/test/test2_files/100px-Encierro_de_Cu%C3%A9llar_en_la_calle_de_las_Parras_(2010).jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Encierros de Cuéllar; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Encierro_de_Cu%C3%A9llar_en_la_calle_de_las_Parras_(2010).jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q5832389&descriptionlang=es&categories=Encierros+de+Cu%C3%A9llar&description=Encierros+de+Cu%C3%A9llar";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Motín de Aranjuez;International;Aranjuez;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Madrid)""";Q23199370;Primera semana de septiembre;"2014[57]​; 2014";40°02′00″N;3°37′00″O;https://es.wikipedia.org/w/index.php?title=Fiestas_del_Mot%C3%ADn_de_Aranjuez&action=edit&redlink=1;;"Aranjuez; Madrid";"https://es.wikipedia.org/wiki/Aranjuez; https://es.wikipedia.org/wiki/Comunidad_de_Madrid";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;40°02′00″N 3°37′00″O / 40.03333, -3.61667 (Aranjuez);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=40_02_00_N_3_37_00_W_&title=Aranjuez;40°02′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=40_02_00_N_3_37_00_W_&title=Aranjuez;3°37′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=40_02_00_N_3_37_00_W_&title=Aranjuez;4.003.333,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=40_02_00_N_3_37_00_W_&title=Aranjuez;-361.667;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=40_02_00_N_3_37_00_W_&title=Aranjuez;Aranjuez;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=40_02_00_N_3_37_00_W_&title=Aranjuez;;;;"2014[57]​; 2014";[57];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-57;;https://www.wikidata.org/wiki/Q23199370;Motín de Aranjuez;https://commons.wikimedia.org/wiki/Category:Mot%C3%ADn_de_Aranjuez;"http://4v.dia.fi.upm.es/test/test2_files/75px-Mot%C3%ADndeAranjuez2(2006).JPG; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Motín de Aranjuez; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Mot%C3%ADndeAranjuez2(2006).JPG; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23199370&descriptionlang=es&categories=Mot%C3%ADn+de+Aranjuez&description=Mot%C3%ADn+de+Aranjuez";;
Cascamorras;International;Baza y Guadix;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Granada)""";Q5048232;Del 5 al 9 de septiembre;"2013[58]​; 2013";"37°29′20″N; 37°17′58″N";"2°46′16″O; 3°08′14″O";https://es.wikipedia.org/wiki/Cascamorras;;"Baza; Guadix; Granada";"https://es.wikipedia.org/wiki/Baza_(Espa%C3%B1a); https://es.wikipedia.org/wiki/Guadix; https://es.wikipedia.org/wiki/Provincia_de_Granada";"http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png; http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png";"Mostrar el lugar en un mapa interactivo; Mostrar el lugar en un mapa interactivo";"37°29′20″N 2°46′16″O / 37.48889, -2.77111 (Baza); 37°17′58″N 3°08′14″O / 37.29944, -3.13722 (Guadix)";"http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_29_20_N_2_46_16_W_&title=Baza; http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_17_58_N_3_08_14_W_&title=Guadix";"37°29′20″N; 37°17′58″N";"http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_29_20_N_2_46_16_W_&title=Baza; http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_17_58_N_3_08_14_W_&title=Guadix";"2°46′16″O; 3°08′14″O";;"http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_29_20_N_2_46_16_W_&title=Baza; http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_17_58_N_3_08_14_W_&title=Guadix";"37.48889,; 37.29944,";"http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_29_20_N_2_46_16_W_&title=Baza; http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_17_58_N_3_08_14_W_&title=Guadix";"-2.77111; -3.13722";"http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_29_20_N_2_46_16_W_&title=Baza; http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_17_58_N_3_08_14_W_&title=Guadix";"Baza; Guadix";"http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_29_20_N_2_46_16_W_&title=Baza; http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_17_58_N_3_08_14_W_&title=Guadix";;;;"2013[58]​; 2013";[58];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-58;;https://www.wikidata.org/wiki/Q5048232;Cascamorras;https://commons.wikimedia.org/wiki/Category:Cascamorras;"http://4v.dia.fi.upm.es/test/test2_files/66px-CASCAMORRAS.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Cascamorras; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:CASCAMORRAS.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q5048232&descriptionlang=es&categories=Cascamorras&description=Cascamorras";;
Feria de Albacete;International;Albacete;Q5429969;Del 7 al 17 de septiembre;"2008[59]​; 2008";38°59′50″N;1°52′13″O;https://es.wikipedia.org/wiki/Feria_de_Albacete;;Albacete;https://es.wikipedia.org/wiki/Albacete;http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;38°59′50″N 1°52′13″O / 38.99722, -1.87028 (Albacete);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_59_50_N_1_52_13_W_&title=Albacete;38°59′50″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_59_50_N_1_52_13_W_&title=Albacete;1°52′13″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_59_50_N_1_52_13_W_&title=Albacete;3.899.722,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_59_50_N_1_52_13_W_&title=Albacete;-187.028;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_59_50_N_1_52_13_W_&title=Albacete;Albacete;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_59_50_N_1_52_13_W_&title=Albacete;;;;"2008[59]​; 2008";[59];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-59;;https://www.wikidata.org/wiki/Q5429969;Feria de Albacete;https://commons.wikimedia.org/wiki/Category:Feria_de_Albacete;"http://4v.dia.fi.upm.es/test/test2_files/100px-Feria_2012_Albacete.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Feria de Albacete; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Feria_2012_Albacete.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q5429969&descriptionlang=es&categories=Feria+de+Albacete&description=Feria+de+Albacete"
Carthagineses y Romanos;International;Cartagena;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Murcia)""";Q3092923;Segunda quincena de septiembre;"2017[60]​; 2017";37°36′00″N;0°58′55″O;https://es.wikipedia.org/wiki/Carthagineses_y_Romanos;;"Cartagena; Murcia";"https://es.wikipedia.org/wiki/Cartagena_(Espa%C3%B1a); https://es.wikipedia.org/wiki/Regi%C3%B3n_de_Murcia";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;37°36′00″N 0°58′55″O / 37.60000, -0.98194 (Cartagena (España));http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_36_00_N_0_58_55_W_&title=Cartagena+%28Espa%C3%B1a%29;37°36′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_36_00_N_0_58_55_W_&title=Cartagena+%28Espa%C3%B1a%29;0°58′55″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_36_00_N_0_58_55_W_&title=Cartagena+%28Espa%C3%B1a%29;3.760.000,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_36_00_N_0_58_55_W_&title=Cartagena+%28Espa%C3%B1a%29;-0.98194;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_36_00_N_0_58_55_W_&title=Cartagena+%28Espa%C3%B1a%29;Cartagena (España);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=37_36_00_N_0_58_55_W_&title=Cartagena+%28Espa%C3%B1a%29;;;;"2017[60]​; 2017";[60];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-60;;https://www.wikidata.org/wiki/Q3092923;Carthaginians and Romans Festival;https://commons.wikimedia.org/wiki/Category:Carthaginians_and_Romans_Festival;"http://4v.dia.fi.upm.es/test/test2_files/100px-Arqueras_Carthagineses_Romanos.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Carthagineses y Romanos; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Arqueras_Carthagineses_Romanos.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q3092923&descriptionlang=es&categories=Carthaginians+and+Romans+Festival&description=Carthagineses+y+Romanos";;
Entrada de toros y caballos;International;Segorbe;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Castellón)""";Q3397662;Segunda semana de septiembre;"2005[61]​; 2005";39°51′07″N;0°29′22″O;https://es.wikipedia.org/wiki/Entrada_de_toros_y_caballos;;"Segorbe; Castellón";"https://es.wikipedia.org/wiki/Segorbe; https://es.wikipedia.org/wiki/Provincia_de_Castell%C3%B3n";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;39°51′07″N 0°29′22″O / 39.85194, -0.48944 (Segorbe);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_51_07_N_0_29_22_W_&title=Segorbe;39°51′07″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_51_07_N_0_29_22_W_&title=Segorbe;0°29′22″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_51_07_N_0_29_22_W_&title=Segorbe;3.985.194,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_51_07_N_0_29_22_W_&title=Segorbe;-0.48944;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_51_07_N_0_29_22_W_&title=Segorbe;Segorbe;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=39_51_07_N_0_29_22_W_&title=Segorbe;;;;"2005[61]​; 2005";[61];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-61;;https://www.wikidata.org/wiki/Q3397662;Entrada de toros y caballos;https://commons.wikimedia.org/wiki/Category:Entrada_de_toros_y_caballos;"http://4v.dia.fi.upm.es/test/test2_files/100px-Entrada_toros_Segorbe.jpg; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Entrada de toros y caballos; Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:Entrada_toros_Segorbe.jpg; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q3397662&descriptionlang=es&categories=Entrada+de+toros+y+caballos&description=Entrada+de+toros+y+caballos";;
Fiesta de la Vendimia (Jerez de la Frontera);International;Jerez de la Frontera;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Cádiz)""";Q5861717;Segunda quincena de septiembre;"1980[62]​; 1980";36°42′00″N;6°07′00″O;https://es.wikipedia.org/wiki/Fiesta_de_la_Vendimia_(Jerez_de_la_Frontera);;"Jerez de la Frontera; Cádiz";"https://es.wikipedia.org/wiki/Jerez_de_la_Frontera; https://es.wikipedia.org/wiki/Provincia_de_C%C3%A1diz";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;36°42′00″N 6°07′00″O / 36.70000, -6.11667 (Jerez de la Frontera);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_42_00_N_6_07_00_W_&title=Jerez+de+la+Frontera;36°42′00″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_42_00_N_6_07_00_W_&title=Jerez+de+la+Frontera;6°07′00″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_42_00_N_6_07_00_W_&title=Jerez+de+la+Frontera;3.670.000,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_42_00_N_6_07_00_W_&title=Jerez+de+la+Frontera;-611.667;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_42_00_N_6_07_00_W_&title=Jerez+de+la+Frontera;Jerez de la Frontera;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=36_42_00_N_6_07_00_W_&title=Jerez+de+la+Frontera;;;;"1980[62]​; 1980";[62];https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-62;;https://www.wikidata.org/wiki/Q5861717;Feria de la Vendimia de Jerez;https://commons.wikimedia.org/wiki/Category:Feria_de_la_Vendimia_de_Jerez;"http://4v.dia.fi.upm.es/test/test2_files/100px-CatedralJerez-DSC02190.JPG; http://4v.dia.fi.upm.es/test/test2_files/16px-Camera-photo_Upload.svg.png";"Fiesta de la Vendimia (Jerez de la Frontera); Haz clic aquí para subir tu imagen";"https://commons.wikimedia.org/wiki/File:CatedralJerez-DSC02190.JPG; https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q5861717&descriptionlang=es&categories=Feria+de+la+Vendimia+de+Jerez&description=Fiesta+de+la+Vendimia+%28Jerez+de+la+Frontera%29";;
Moros y Cristianos de Crevillente;International;Crevillente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
" (Alicante)""";Q23650280;Primer fin de semana de octubre;2017[63]​;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
 (2005;"[64]​ de Interés Turístico Nacional); 2017""";38°14′55″N;0°48′32″O;https://es.wikipedia.org/w/index.php?title=Moros_y_Cristianos_de_Crevillente&action=edit&redlink=1;;"Crevillente; Alicante";"https://es.wikipedia.org/wiki/Crevillente; https://es.wikipedia.org/wiki/Provincia_de_Alicante";http://4v.dia.fi.upm.es/test/test2_files/15px-Erioll_world.svg.png;Mostrar el lugar en un mapa interactivo;38°14′55″N 0°48′32″O / 38.24861, -0.80889 (Crevillente);http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_14_55_N_0_48_32_W_&title=Crevillente;38°14′55″N;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_14_55_N_0_48_32_W_&title=Crevillente;0°48′32″O;;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_14_55_N_0_48_32_W_&title=Crevillente;3.824.861,00;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_14_55_N_0_48_32_W_&title=Crevillente;-0.80889;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_14_55_N_0_48_32_W_&title=Crevillente;Crevillente;http://tools.wmflabs.org/geohack/geohack.php?language=es&pagename=Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)&params=38_14_55_N_0_48_32_W_&title=Crevillente;;;;2017[63]​;;;;;;;;;;;;;
 (2005;"[64]​ de Interés Turístico Nacional); 2017""";"[63]; [64]";"https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-63; https://es.wikipedia.org/wiki/Anexo:Fiestas_de_Inter%C3%A9s_Tur%C3%ADstico_Internacional_(Espa%C3%B1a)#cite_note-64";;https://www.wikidata.org/wiki/Q23650280;;;http://4v.dia.fi.upm.es/test/test2_files/50px-Camera-photo_Upload.svg.png;Haz clic aquí para subir tu imagen;https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlfolk&id=Q23650280&descriptionlang=es&categories=Festivals+of+the+Land+of+Valencia&description=Moros+y+Cristianos+de+Crevillente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
